,a,b,sigma
count,400.0,400.0,400.0
mean,22.150021047472936,-5.782509436459679,0.4766373628516229
std,1.944880578088975,0.647106259577317,0.16676450165950008
min,18.00401288467451,-8.160978086400942,0.23515972187492476
25%,20.71396960232279,-6.174113602579806,0.3628267267811835
50%,22.15338603933834,-5.776039932429494,0.4334314213109335
75%,23.40435361276683,-5.28683448345048,0.5485351682121707
max,29.487485134602558,-4.397550074908284,1.2183521305367917
