,a,b,sigma
count,4000.0,4000.0,4000.0
mean,15.842542551025824,-4.007826269931703,2.492995922738308
std,0.13771537343680912,0.05225649760229846,0.08952809185130993
min,15.385688763463616,-4.192478024357851,2.1785687183984934
25%,15.746192849273317,-4.043175400632704,2.433447367263025
50%,15.839180556190922,-4.007840190209201,2.4911270082028425
75%,15.93974766868686,-3.9723633696689995,2.5503760610072996
max,16.331149854451187,-3.768038305558718,2.819713935340679
