,a,b,sigma
count,400.0,400.0,400.0
mean,13.712835004451312,-4.270845813065115,0.6760189728997753
std,0.2762111771500858,0.09315481506900251,0.0645618867732728
min,12.882015445596343,-4.530805228040208,0.5329694716868093
25%,13.54105033604244,-4.328570894774961,0.6287153341509075
50%,13.695671798914736,-4.261125326027151,0.6725622432354831
75%,13.897375782076146,-4.211119480192432,0.7178072311368453
max,14.439049176459308,-3.998908880463955,0.8579214097507765
